,y,a,b,c,h,yy,dy,B,night,hypo,dips,twos,tres,fp,tp,A,C
2022-02-01 10:03:13,4.71814,0.0,0.039062487804878,0.0,,4.71814,-0.16652000000000022,0.2060921588145142,False,False,False,False,False,False,False,10.0,3.887930989541605
2022-02-01 10:08:13,4.66263,0.0,0.0,0.0,,4.66263,-0.05550999999999995,0.20004680079247833,False,False,False,False,False,False,False,5.0,3.463752413726461
2022-02-01 10:13:13,5.05118,0.0,0.0,0.0,,5.05118,0.3885499999999995,0.19418384564629204,False,False,False,False,False,False,False,2.5,3.0858523305076493
2022-02-01 10:18:13,5.88379,0.0,0.0,0.0,,5.88379,0.8326100000000007,0.18849749723547374,False,False,False,False,False,False,False,1.25,2.7491816833556038
2022-02-01 10:23:13,7.21597,0.0,0.0,0.0,,7.21597,1.3321800000000001,0.1829821604661477,False,False,False,False,False,False,False,0.625,2.4492422770993554
2022-02-01 10:28:13,7.60453,0.0,0.0365053636363636,0.0,,7.60453,0.38855999999999913,0.17869971627021344,False,False,False,False,False,False,False,0.3125,2.1820266776646142
2022-02-01 10:33:13,7.82656,0.0,0.0608422727272727,0.0,,7.82656,0.22203000000000017,0.17525664219542475,False,False,False,False,False,False,False,0.15625,1.9439646689474461
2022-02-01 10:38:13,7.71554,0.0,0.0365053636363636,0.0,,7.71554,-0.1110199999999999,0.1712061989148216,False,False,False,False,False,False,False,0.078125,1.7318755514068893
2022-02-01 10:43:13,7.60453,0.0,0.0,0.0,,7.60453,-0.11101000000000028,0.16621194398778893,False,False,False,False,False,False,False,0.0390625,1.5429256450178463
2022-02-01 10:48:13,7.438,0.0,0.0,0.0,,7.438,-0.16652999999999984,0.16136678227149387,False,False,False,False,False,False,False,0.01953125,1.3745904287662778
2022-02-01 10:53:13,7.71554,0.0,0.0,0.0,,7.71554,0.2775400000000001,0.15666606742851674,False,False,False,False,False,False,False,0.009765625,1.224620810821616
2022-02-01 10:58:13,7.71554,0.0,0.0,0.0,,7.71554,0.0,0.15210530912920367,False,False,False,False,False,False,False,0.0048828125,1.0910130787143948
2022-02-01 11:03:13,7.99308,0.0,0.01488,0.0,,7.99308,0.2775400000000001,0.14811306536173233,False,False,False,False,False,False,False,0.00244140625,0.9719821280180154
2022-02-01 11:08:13,8.1596,0.0,0.0464261818181818,0.0,,8.1596,0.16651999999999934,0.14515657401335302,False,False,False,False,False,False,False,0.001220703125,0.8659376118394523
2022-02-01 11:13:13,8.04859,0.0,0.0608436363636363,0.0,,8.04859,-0.1110099999999985,0.14270670638590774,False,False,False,False,False,False,False,0.0006103515625,0.7714626924499942
2022-02-01 11:18:13,7.99308,0.0,0.0490061818181818,0.0,,7.99308,-0.055510000000000836,0.13998566723699282,False,False,False,False,False,False,False,0.00030517578125,0.6872951111553043
2022-02-01 11:23:13,7.88206,0.0,0.025,0.0,,7.88206,-0.1110199999999999,0.13664842086678042,False,False,False,False,False,False,False,0.000152587890625,0.6123103234788254
2022-02-01 11:28:13,7.77105,0.0,0.025,0.0,,7.77105,-0.11101000000000028,0.13340982961775155,False,False,False,False,False,False,False,7.62939453125e-05,0.5455064743277427
2022-02-01 11:33:13,7.71554,0.0,0.0273809,0.0,,7.71554,-0.05550999999999995,0.13033590004717063,False,False,False,False,False,False,False,3.814697265625e-05,0.4859910123950973
2022-02-01 11:38:13,7.438,0.0,0.0434722,0.0,,7.438,-0.2775400000000001,0.12781891505813797,False,False,False,False,False,False,False,1.9073486328125e-05,0.4329687649537397
2022-02-01 11:43:13,7.438,0.0,0.04843388,0.0,,7.438,0.0,0.12551980220316392,False,False,False,False,False,False,False,9.5367431640625e-06,0.3857313137102732
2022-02-01 11:48:13,7.438,0.0,0.04645852,0.0,,7.438,0.0,0.12323119511347959,False,False,False,False,False,False,False,4.76837158203125e-06,0.3436475297706994
2022-02-01 11:53:13,7.16047,0.0,0.060895,0.0,,7.16047,-0.2775299999999996,0.12142759766002809,False,False,False,False,False,False,False,2.384185791015625e-06,0.30615514125642124
2022-02-01 11:58:13,6.88293,0.0,0.049037,0.0,,6.88293,-0.2775400000000001,0.11933406644061341,False,False,False,False,False,False,False,1.1920928955078125e-06,0.27275322090651055
